GeneSymbol,N_SNPs,Threshold_Used,Mean_F_stat,Is_Weak_Instrument,MR_Method,MR_Beta,MR_SE,MR_CI_Lower,MR_CI_Upper,MR_Pvalue,Cochran_Q,Cochran_Q_Pval,Top_Instrument_SNP,MR_FDR
ZCCHC6,1,5.0e-08,252.28874896,False,Wald Ratio,-0.010059153103480972,0.0028133718989569513,-0.015573362025436596,-0.004544944181525347,0.0003495867822493892,0.0,1.0,rs72750618,0.010137406586135865
CXCL10,1,5.0e-08,540.9857328100001,False,Wald Ratio,-0.006831789644935468,0.0019126847335306266,-0.010580651722655496,-0.00308292756721544,0.00035449201041259926,0.0,1.0,rs6816898,0.010261740844975173
IDI1,1,5.0e-08,244.81296225000006,False,Wald Ratio,0.009919864839116495,0.0027789367320665845,0.00447314884426599,0.015366580833967,0.00035744212630572925,0.0,1.0,rs4880757,0.010329144992514777
CCS,4,5.0e-08,1006.9791942325,False,IVW,0.002560272153416392,0.0007178007112847342,0.0011533827592983131,0.003967161547534471,0.00036132755327500377,1.1516827317274414,0.7646145478243042,rs1671063,0.010423296224335873
DBP,1,1.0e-05 (relaxed),28.338587560000004,False,Wald Ratio,-0.0155285595353609,0.004356018548797074,-0.024066355891003165,-0.006990763179718635,0.00036406216699758076,0.0,1.0,rs140534128,0.010483980878391337
ZNF664,1,5.0e-08,435.59446681,False,Wald Ratio,-0.007328136751978515,0.002056422871485444,-0.011358725580089987,-0.003297547923867044,0.00036589261131858564,0.0,1.0,rs7958691,0.010518463027110068
C17orf59,1,5.0e-08,110.01282769,False,Wald Ratio,0.014732813607470727,0.004139016443802788,0.006620341377617264,0.02284528583732419,0.00037156680547090204,0.0,1.0,rs11078736,0.01066313305648447
ARID4B,1,5.0e-08,92.88526129000002,False,Wald Ratio,-0.016290828339696157,0.0045792500286114665,-0.025266158395774632,-0.007315498283617683,0.00037435556285103644,0.0,1.0,rs72756074,0.010724641435056588
CARS,1,5.0e-08,666.8686464399999,False,Wald Ratio,0.00605348663060463,0.0017026632237192706,0.00271626671211486,0.0093907065490944,0.0003775412422106772,0.0,1.0,rs428726,0.01079728963953978
GGPS1,1,5.0e-08,989.3855702499998,False,Wald Ratio,-0.005050941528231301,0.0014208723364463756,-0.007835851307666198,-0.002266031748796405,0.00037824185295676216,0.0,1.0,rs16832524,0.01079873991190646
AGAP3,1,5.0e-08,1687.5417520900003,False,Wald Ratio,0.0034564100189397587,0.0009730768562222836,0.0015491793807440827,0.005363640657135435,0.0003822536066162563,0.0,1.0,rs4725388,0.010894555621845136
SETD4,1,5.0e-08,2397.8062627599998,False,Wald Ratio,-0.003318664142287228,0.0009344792485892498,-0.005150243469522158,-0.0014870848150522983,0.00038325841603326083,0.0,1.0,rs2835220,0.010896487395521433
PTCHD3P1,1,5.0e-08,1071.10234729,False,Wald Ratio,0.0021636056197859733,0.0006092785612344466,0.0009694196397664579,0.003357791599805489,0.000383632951756141,0.0,1.0,rs61839297,0.010896487395521433
RP11-145F16.2,1,5.0e-08,36.85825521,False,Wald Ratio,0.009392070750374204,0.002645176647400473,0.004207524521469277,0.01457661697927913,0.0003842952759980367,0.0,1.0,rs1376026,0.010896672877104741
SS18L1,1,5.0e-08,133.83250595999996,False,Wald Ratio,-0.013747744088505025,0.003874153010180402,-0.021341083988458614,-0.006154404188551438,0.00038731348883591643,0.0,1.0,rs1615746,0.010959527035961225
HMGA1,1,1.0e-05 (relaxed),20.537211239999998,False,Wald Ratio,0.0355062421809131,0.010006750942082006,0.015893010334432366,0.055119474027393825,0.0003878311204348339,0.0,1.0,rs115447786,0.010959527035961225
CTD-2350C19.1,1,5.0e-08,237.08608576000003,False,Wald Ratio,0.0043117171974702,0.0012167311543546044,0.0019269241349351759,0.006696510260005225,0.0003945699067287034,0.0,1.0,rs9913833,0.011131024737188685
RGS3,1,5.0e-08,662.4137587600001,False,Wald Ratio,-0.005996080110391698,0.0016935852326275226,-0.009315507166341642,-0.0026766530544417542,0.00039942183214192184,0.0,1.0,rs7854524,0.011247942153810843
MARCH3,2,5.0e-08,360.22774016,False,IVW,0.005774598768835014,0.0016312916816290058,0.0025772670728421623,0.008971930464827865,0.0004002885787128818,0.5415860871545762,0.4617761428693644,rs11960799,0.011247942153810843
TBL3,1,5.0e-08,52.54510144,False,Wald Ratio,0.014619007978357575,0.004130138601934081,0.006523936318566776,0.022714079638148373,0.00040074517062205217,0.0,1.0,rs17653536,0.011247942153810843
RP1-159A19.4,1,5.0e-08,32.28853329,False,Wald Ratio,-0.011557260808243737,0.0032664279547777275,-0.017959459599608082,-0.005155062016879391,0.0004028715969854879,0.0,1.0,rs74606343,0.011288557260557955
HIPK3,1,5.0e-08,146.58429184000002,False,Wald Ratio,-0.012653865834242979,0.003576812280374324,-0.019664417903776654,-0.005643313764709304,0.0004035527267662875,0.0,1.0,rs1842499,0.011288606242337766
TULP3,1,5.0e-08,74.47517400999999,False,Wald Ratio,-0.017749587138511484,0.005023311249701812,-0.027595277187927036,-0.007903897089095932,0.0004101835500287532,0.0,1.0,rs76487928,0.011454806499626493
DLG5,1,5.0e-08,3105.2199002499997,False,Wald Ratio,0.002918365463953756,0.0008264056207257733,0.0012986104473312404,0.004538120480576272,0.0004133724552046747,0.0,1.0,rs1248645,0.011524491133692742
RP11-697E2.4,1,5.0e-08,79.51645583999999,False,Wald Ratio,0.006046538746653743,0.0017134722726667923,0.00268813309222683,0.009404944401080657,0.0004174137027412872,0.0,1.0,rs6496647,0.011617665133583296
FCRL3,2,5.0e-08,2430.7092265600004,False,IVW,-0.0023576930304714315,0.000668324770061801,-0.0036676095797925617,-0.0010477764811503015,0.000419083330997827,0.13412885648221273,0.7141889316447544,rs7546031,0.011644629812474739
PHKG1,3,5.0e-08,210.51878112666668,False,IVW,0.0033813079907510026,0.0009587142978850377,0.0015022279668963287,0.005260388014605676,0.00042042483479809434,0.7507253093415939,0.6870400753139636,rs17172508,0.011658482707417149
AC008074.5,2,5.0e-08,241.29854866,False,IVW,-0.002910676699689175,0.0008253570623109112,-0.004528376541818561,-0.0012929768575597892,0.00042098517239108624,0.00937904869104632,0.9228490988923597,rs869738,0.011658482707417149
GPRIN3,1,5.0e-08,243.82197904000003,False,Wald Ratio,-0.009803507473335277,0.002781967318421749,-0.015256163417441904,-0.004350851529228649,0.000425168079985605,0.0,1.0,rs6532146,0.011754730144826643
PITPNB,2,5.0e-08,178.96952742499997,False,IVW,-0.006127800172103461,0.001741065532624017,-0.009540288616046534,-0.0027153117281603877,0.0004322486829400063,0.0018650100306208113,0.9655534548605966,rs5752663,0.011930638065998578
UBE2F,1,5.0e-08,1902.7218480399997,False,Wald Ratio,-0.0024868610222607283,0.0007070566059248973,-0.003872691969873527,-0.0011010300746479296,0.00043612148528282546,0.0,1.0,rs62194508,0.012017569816682302
FBF1,1,5.0e-08,51.00959241,False,Wald Ratio,-0.011507741782097293,0.0032742478367569204,-0.017925267542140858,-0.005090216022053729,0.00044038119879830084,0.0,1.0,rs1135640,0.012114857614623454
RP4-666F24.3,1,1.0e-05 (relaxed),25.614733209999997,False,Wald Ratio,-0.017699074961266145,0.005040167611096192,-0.02757780347901468,-0.007820346443517609,0.0004454104119790969,0.0,1.0,rs1286366,0.012232957694949875
SMEK2,2,5.0e-08,124.65043969999999,False,IVW,0.006509334597911002,0.0018548568559063566,0.0028738151603345434,0.010144854035487462,0.0004492100131678889,0.3364635222401043,0.5618776918070837,rs13027803,0.01229979267097326
USP40,1,5.0e-08,1902.8701596099997,False,Wald Ratio,-0.0021299729635817877,0.0006069546929125541,-0.0033196041616903936,-0.0009403417654731817,0.00044932439523837076,0.0,1.0,rs62192777,0.01229979267097326
RASIP1,1,5.0e-08,102.44881089000002,False,Wald Ratio,-0.01547392043795324,0.0044144000225393,-0.02412614448213027,-0.006821696393776212,0.00045604489583039864,0.0,1.0,rs1231281,0.012463226955786026
DNAH17,1,5.0e-08,53.16159744,False,Wald Ratio,-0.01906762888433383,0.005442941336073475,-0.029735793903037842,-0.00839946386562982,0.00045973054294079496,0.0,1.0,rs59041641,0.012543321348939653
ITPA,1,5.0e-08,2956.15127025,False,Wald Ratio,-0.0029634777186382908,0.0008464301586750373,-0.004622480829641364,-0.0013044746076352177,0.0004632575513336956,0.0,1.0,rs7270101,0.01261883192288637
NXPH4,1,1.0e-05 (relaxed),23.34339225,False,Wald Ratio,0.030674489966815384,0.008765110907061205,0.013494872588975422,0.047854107344655346,0.0004659352904281544,0.0,1.0,rs1800176,0.012670999649352232
WDR65,1,5.0e-08,56.35504900000001,False,Wald Ratio,-0.020394180301299466,0.005829569346398843,-0.0318201362202412,-0.008968224382357733,0.00046805408932826253,0.0,1.0,rs3120045,0.012707096896690149
FCF1P2,3,5.0e-08,363.67511398000005,False,IVW,-0.002009285195815557,0.0005744126166428191,-0.003135133924435482,-0.0008834364671956314,0.0004687921520023508,1.4379116423753802,0.48726077780015087,rs4371540,0.012707096896690149
C11orf68,3,5.0e-08,148.2703736633333,False,IVW,-0.00700098331651008,0.0020037453571095107,-0.010928324216444721,-0.0030736424165754388,0.00047593261276168697,1.8193473592257992,0.4026555973279664,rs79653698,0.012879635657407476
BMP6,1,5.0e-08,230.51134276000002,False,Wald Ratio,-0.010198256429078158,0.002920070331482997,-0.015921594278784833,-0.0044749185793714836,0.000478576333715397,0.0,1.0,rs9406052,0.012907964003414553
MICD,3,5.0e-08,320.7928891866666,False,IVW,-0.0019503526618326202,0.0005585128991669375,-0.0030450379441998177,-0.0008556673794654229,0.00047933592666749014,0.16984840903032328,0.9185819061238564,rs1632958,0.012907964003414553
PLXNB2,1,5.0e-08,756.5745348099998,False,Wald Ratio,0.004766503561907526,0.0013651152204207503,0.002090877729882855,0.007442129393932196,0.00048004814856272837,0.0,1.0,rs62241220,0.012907964003414553
TMEM65,1,5.0e-08,125.40640224999999,False,Wald Ratio,-0.0137046507496518,0.0039250033554230745,-0.021397657326281024,-0.006011644173022574,0.0004800867690244459,0.0,1.0,rs11998018,0.012907964003414553
LONP1,1,5.0e-08,1951.37761536,False,Wald Ratio,0.003662669052743452,0.0010501857200569482,0.0016043050414318335,0.005721033064055071,0.00048730489282866607,0.0,1.0,rs2275244,0.013076765596016315
TBPL1,1,5.0e-08,337.55977984000003,False,Wald Ratio,-0.0056606431635217985,0.001623220480824942,-0.008842155305938685,-0.002479131021104912,0.0004879390147767282,0.0,1.0,rs228867,0.013076765596016315
RNU5B-2P,1,5.0e-08,77.369616,False,Wald Ratio,0.007108707006289433,0.0020391895173630867,0.003111895552257783,0.011105518460321083,0.000490218007640042,0.0,1.0,rs6599105,0.01311668665852969
CAND1,1,5.0e-08,93.01252249,False,Wald Ratio,-0.015531002674966205,0.004458402260425621,-0.024269471105400422,-0.006792534244531988,0.000494837437313933,0.0,1.0,rs1066389,0.013219001380077672
SAPCD1,1,1.0e-05 (relaxed),26.73200209,False,Wald Ratio,0.014448262562993962,0.004148814150863816,0.006316586827300883,0.02257993829868704,0.0004967474921355741,0.0,1.0,rs1144709,0.013245634323289492
DTD2,2,5.0e-08,110.08035440500002,False,IVW,-0.011407512194701395,0.0032761980897547636,-0.01782886045062073,-0.004986163938782059,0.0004978025835740141,0.0001988043501602609,0.9887503602965844,rs8010209,0.013245634323289492
ARID4B-IT1,1,5.0e-08,41.87772369,False,Wald Ratio,-0.00889691069114687,0.0025553290592740157,-0.01390535564732394,-0.0038884657349697992,0.0004982258938406314,0.0,1.0,rs72756085,0.013245634323289492
ROCK2,1,5.0e-08,409.04658001000007,False,Wald Ratio,0.007469912145456819,0.002146038305333581,0.003263677067003,0.011676147223910638,0.000499934273083591,0.0,1.0,rs12468344,0.013269820897055827
ENTPD3-AS1,2,5.0e-08,455.60996292500005,False,IVW,-0.002249660648483523,0.0006469652066902462,-0.0035177124535964053,-0.0009816088433706406,0.0005065826484111913,0.43412351686729733,0.5099725069737244,rs6801859,0.013409487000508152
CTB-75G16.3,1,5.0e-08,533.81329936,False,Wald Ratio,0.0027268233415516786,0.000784216458766133,0.0011897590823700581,0.004263887600733299,0.0005068101731053876,0.0,1.0,rs12449922,0.013409487000508152
PHRF1,1,5.0e-08,83.61090721000001,False,Wald Ratio,0.011999399669360656,0.003451959999669156,0.005233558070009111,0.0187652412687122,0.0005087397279301964,0.0,1.0,rs4963140,0.013422084734813598
MARK3,2,5.0e-08,1057.2168309299998,False,IVW,-0.003373758894937685,0.0009705791445824636,-0.005276094018319313,-0.0014714237715560564,0.0005089018646444732,0.00595076249721561,0.9385112293210796,rs8006994,0.013422084734813598
SLC22A18,1,5.0e-08,2036.0851289999998,False,Wald Ratio,-0.0029322732854903254,0.0008442965477690969,-0.004587094519117756,-0.0012774520518628954,0.0005146040977468402,0.0,1.0,rs367035,0.013529527987597306
PHLDA2,1,5.0e-08,235.91731215999997,False,Wald Ratio,-0.0072298157142875845,0.0020816983460527167,-0.01130994447255091,-0.0031496869560242594,0.0005146040977468402,0.0,1.0,rs367035,0.013529527987597306
RFPL1-AS1,1,5.0e-08,117.20011081000001,False,Wald Ratio,-0.005887701132633527,0.0016963351058814425,-0.009212517940161154,-0.0025628843251058997,0.0005188405714589006,0.0,1.0,rs165823,0.013619360087458282
RP11-856B14.1,1,5.0e-08,131.95806129,False,Wald Ratio,0.005573349108196183,0.0016076033873859484,0.002422446468919724,0.008724251747472642,0.000526559955890793,0.0,1.0,rs1194104,0.013786992191776017
ADD1,1,5.0e-08,309.65440900000004,False,Wald Ratio,-0.008546291234129418,0.002465251359032472,-0.013378183897833063,-0.0037143985704257733,0.0005268861363612043,0.0,1.0,rs6819310,0.013786992191776017
NUMB,2,5.0e-08,238.09800226,False,IVW,-0.00673060861483253,0.0019427744439647757,-0.01053844652500349,-0.00292277070466157,0.0005313538177416088,0.8382288285904245,0.359903818496894,rs61985842,0.013870305968621571
ZNF490,1,5.0e-08,140.47938575999999,False,Wald Ratio,0.008357697266619833,0.002412979387334365,0.0036282576674444775,0.013087136865795188,0.0005329148134833872,0.0,1.0,rs10469365,0.013870305968621571
CTD-2192J16.15,1,5.0e-08,66.96967225,False,Wald Ratio,-0.008018298849670789,0.0023149905085719288,-0.01255568024647177,-0.0034809174528698085,0.0005329148134833872,0.0,1.0,rs10469365,0.013870305968621571
FAM109B,2,5.0e-08,522.9705494799999,False,IVW,-0.004278656387810627,0.0012353944921065698,-0.0067000295923395035,-0.0018572831832817504,0.0005334090944841829,0.45980618158078945,0.4977145683916231,rs6002601,0.013870305968621571
FAM69A,3,5.0e-08,837.6795875899999,False,IVW,-0.002871047764987821,0.0008291886311333357,-0.004496257482009159,-0.0012458380479664832,0.0005352247770076257,0.09522449310183698,0.9535034396532792,rs945631,0.013895773273060482
RP11-358M11.2,2,5.0e-08,595.3274244200002,False,IVW,0.0019706415890429845,0.000570360468279826,0.0008527350712145257,0.003088548106871443,0.0005501276230468477,0.0662030807395859,0.7969475063468326,rs2544129,0.014260406528153543
LGALSL,2,5.0e-08,971.9702630900002,False,IVW,-0.0032716763005378757,0.0009477579776327103,-0.005129281936697988,-0.0014140706643777637,0.0005564134307007862,0.04078868176924026,0.8399463690307627,rs34354460,0.014400880941626578
E2F5,1,5.0e-08,57.668836000000006,False,Wald Ratio,-0.013842263691442914,0.004011910324130065,-0.02170560792673784,-0.005978919456147987,0.0005599796777480126,0.0,1.0,rs6991535,0.01447064125266093
GLS2,1,5.0e-08,58.30696881000002,False,Wald Ratio,0.020089497815686582,0.005824253177357634,0.00867396158806562,0.031505034043307546,0.0005620771691916548,0.0,1.0,rs36073309,0.014502289197653008
PARD3,1,5.0e-08,142.94115364,False,Wald Ratio,-0.010799595459345333,0.003137828889043417,-0.016949740081870432,-0.004649450836820236,0.0005779825958538432,0.0,1.0,rs11009923,0.014889548546833269
ZNF43,1,5.0e-08,285.170769,False,Wald Ratio,0.004817446529726643,0.0014000105149635182,0.0020734259203981477,0.007561467139055139,0.0005795527014436086,0.0,1.0,rs35998933,0.014899227049223203
RP11-178G16.5,2,5.0e-08,60.30468708500001,False,IVW,0.0059093018853408645,0.001717456908441229,0.002543086344796056,0.009275517425885673,0.0005801516550822949,0.027995188065635848,0.8671201358651016,rs767809,0.014899227049223203
RMDN1,1,5.0e-08,892.2527443599997,False,Wald Ratio,0.004534945749055946,0.0013189069725183082,0.0019498880829200622,0.00712000341519183,0.0005851363794138198,0.0,1.0,rs7006629,0.01500405259311733
JUND,1,5.0e-08,94.52700625,False,Wald Ratio,0.014318768216018064,0.004165365106217191,0.0061546526078323695,0.022482883824203756,0.0005869412476575686,0.0,1.0,rs4378729,0.015027142944650478
MIR210HG,1,1.0e-05 (relaxed),21.704417440000004,False,Wald Ratio,0.013388887273197227,0.003896733152638998,0.0057512902940247915,0.021026484252369665,0.0005905319566437139,0.0,1.0,rs12280851,0.015086250700565225
PCGF6,2,5.0e-08,144.10253185,False,IVW,0.005409594265217743,0.0015745331892875441,0.0023235092142141565,0.00849567931622133,0.0005910657923728913,0.35959593392762923,0.5487307291111322,rs7093039,0.015086250700565225
KIF24,2,5.0e-08,181.44645093000003,False,IVW,0.007834437417014058,0.0022810851105645995,0.0033635106003074436,0.012305364233720674,0.0005935994816297363,0.13083307590391405,0.7175698363286771,rs13302285,0.015127682495030213
RNF11,1,5.0e-08,46.65982864,False,Wald Ratio,0.023576842963443163,0.0068664101491922236,0.010118679071026405,0.03703500685585992,0.0005955146014904322,0.0,1.0,rs72692265,0.015153247501324688
PNPO,3,5.0e-08,392.4634080266666,False,IVW,-0.004464265339847346,0.001300943140105032,-0.007014113894453208,-0.0019144167852414833,0.0006001188341959729,0.5839636409094466,0.7467821120091708,rs11079804,0.01521921208735409
DRAP1,1,5.0e-08,85.61985960999999,False,Wald Ratio,0.016133805602716832,0.0047023669641757275,0.006917166352932406,0.025350444852501257,0.0006013678850580462,0.0,1.0,rs11545221,0.01521921208735409
PRKD2,1,5.0e-08,1741.77683716,False,Wald Ratio,-0.003602354282005483,0.001049971015947144,-0.005660297473261885,-0.0015444110907490809,0.0006015638988752237,0.0,1.0,rs60652743,0.01521921208735409
SLC35G2,1,5.0e-08,48.944016000000005,False,Wald Ratio,-0.01896102094838228,0.005526681165144101,-0.02979331603206472,-0.008128725864699843,0.0006017707234828862,0.0,1.0,rs9835096,0.01521921208735409
RP11-347C18.3,1,1.0e-05 (relaxed),27.343486809999998,False,Wald Ratio,0.01076567173163134,0.003138724011898151,0.004613772668310963,0.016917570794951715,0.0006036887199283303,0.0,1.0,rs726816,0.015244516368281362
LARP4B,1,5.0e-08,458.14405848999996,False,Wald Ratio,-0.007016585852378486,0.0020463561777063328,-0.0110274439606829,-0.0030057277440740738,0.000606212670645645,0.0,1.0,rs7703,0.015285022360315686
CR1L,2,5.0e-08,211.30357794500003,False,IVW,-0.004042446102560887,0.0011799261055641043,-0.006355101269466531,-0.0017297909356552422,0.000612503562561928,0.05862807383449962,0.8086776139277386,rs3085,0.015420241205346961
ACP1,1,5.0e-08,215.20009809,False,Wald Ratio,0.010391400083821145,0.003033604617062848,0.004445535034377963,0.016337265133264327,0.0006138272194615713,0.0,1.0,rs300753,0.015430186200565004
ATXN7L3,1,5.0e-08,43.51777024,False,Wald Ratio,0.02022815033107545,0.005906860903610009,0.008650702959999831,0.031805597702151064,0.0006158914877214539,0.0,1.0,rs117820542,0.015458690271872624
ZNF708,3,5.0e-08,306.9978374066666,False,IVW,0.004563241116537744,0.0013327368295233668,0.0019510769306719448,0.0071754053024035425,0.0006171510416308479,1.3846675806737776,0.5004068605572962,rs67876192,0.015466940735653346
RP9P,1,5.0e-08,70.77688641,False,Wald Ratio,-0.01538478163394056,0.004494416124191338,-0.024193837237355582,-0.0065757260305255374,0.0006191404346955753,0.0,1.0,rs13311608,0.015493429914008554
RGS17,1,5.0e-08,1757.5966216899997,False,Wald Ratio,-0.00354918112882162,0.00103731377087055,-0.005582316119727898,-0.001516046137915342,0.0006227406202778951,0.0,1.0,rs683039,0.015543087971234751
AP000769.1,1,5.0e-08,238.44609889000003,False,Wald Ratio,0.004187698631258559,0.0012239721482095482,0.001788713220767845,0.006586684041749274,0.0006229957022654276,0.0,1.0,rs1621277,0.015543087971234751
CSDC2,2,5.0e-08,80.869324525,False,IVW,0.0112947497375962,0.003301791993644012,0.004823237430053936,0.01776626204513846,0.0006243864251134212,0.0008273720541751298,0.9770527524096264,rs2050033,0.015554430044504658
CENPBD1,2,5.0e-08,496.1762380099999,False,IVW,0.004433717836938668,0.0012964169835567036,0.0018927405491675287,0.006974695124709807,0.0006262615151593209,0.256239748726235,0.6127153476215335,rs4424910,0.015577786430968977
VN1R82P,1,5.0e-08,35.67433984,False,Wald Ratio,0.010450066488974672,0.003060494908339967,0.004451496468628337,0.016448636509321008,0.0006389868582996616,0.0,1.0,rs12327638,0.01587056149104212
RP11-27I1.2,4,5.0e-08,2299.364061535,False,IVW,-0.0013344350674060622,0.00039105112069868055,-0.0021008952639754762,-0.0005679748708366483,0.0006438616393678043,2.8922141231968546,0.4085439151180662,rs10760115,0.015967768656321546
FANCA,2,5.0e-08,735.8362257999999,False,IVW,-0.003644920677043603,0.0010686747696241625,-0.005739523225506962,-0.0015503181285802443,0.0006479820161722216,0.03858804366951884,0.8442670454974905,rs2159116,0.01604600474026473
SAFB,1,5.0e-08,45.87217441,False,Wald Ratio,-0.021780858460365763,0.006387281013539781,-0.03429992924690373,-0.009261787673827793,0.0006495429526551799,0.0,1.0,rs2184854,0.016060722769819152
RP4-647C14.2,2,5.0e-08,392.355830665,False,IVW,0.0023625966606664697,0.0006932140169608033,0.0010038971874232953,0.003721296133909644,0.0006539825411004951,0.6077962471341933,0.4356187706086757,rs2293793,0.01614646939513496
SARS,2,5.0e-08,113.71161606499999,False,IVW,-0.01016781522448309,0.0029852712256625805,-0.016018946826781746,-0.004316683622184432,0.0006592368125002412,0.07028729244281025,0.7909189412305061,rs61799425,0.016252045810836807
VN1R83P,1,5.0e-08,191.47087129000002,False,Wald Ratio,0.0044312615877986775,0.0013012434821313575,0.0018808243628212168,0.006981698812776138,0.0006606589723903156,0.0,1.0,rs67876192,0.016262977015166644
PEX11A,1,5.0e-08,934.0358440000001,False,Wald Ratio,-0.004926967575172778,0.001448528467100797,-0.00776608337069034,-0.002087851779655216,0.0006705132982967044,0.0,1.0,rs1837774,0.016481137521446806
TAF8,1,1.0e-05 (relaxed),19.73580625,False,Wald Ratio,0.0350686116180454,0.01031826457223259,0.014844813056469522,0.055292410179621276,0.0006770871879351326,0.0,1.0,rs9394856,0.016618139903589606
TRBV10-1,1,5.0e-08,2358.21928225,False,Wald Ratio,0.0016853353893505909,0.0004959884377784628,0.0007131980513048038,0.002657472727396378,0.0006789709188610438,0.0,1.0,rs1540261,0.016639794672264164
RP11-169D4.2,2,5.0e-08,507.3877096250001,False,IVW,0.002080884430499916,0.0006129679133435337,0.0008794673203465901,0.003282301540653242,0.000686865433952466,0.04051886649695584,0.8404694861329628,rs4943939,0.01680099825253252
PTPRA,1,5.0e-08,529.04140081,False,Wald Ratio,-0.00642118449433109,0.0018918092660497232,-0.010129130655788547,-0.0027132383328736325,0.0006882867742745713,0.0,1.0,rs632080,0.01680099825253252
AC025335.1,1,5.0e-08,207.475216,False,Wald Ratio,-0.004993454265752148,0.0014712223262655579,-0.007877050025232642,-0.002109858506271655,0.0006885820781159513,0.0,1.0,rs78679021,0.01680099825253252
UNC13D,1,5.0e-08,611.90927424,False,Wald Ratio,-0.005968636133533536,0.0017590861084803104,-0.009416444906154944,-0.0025208273609121277,0.0006912346565115524,0.0,1.0,rs2290769,0.016840989813190547
KALRN,1,5.0e-08,312.35613696,False,Wald Ratio,0.007464359322704808,0.002200895933815604,0.003150603292426224,0.011778115352983391,0.00069508770134874,0.0,1.0,rs13069961,0.016910069173661293
C22orf32,3,5.0e-08,3626.1489839133337,False,IVW,-0.0015107572380394204,0.0004455394993958076,-0.0023840146568552033,-0.0006374998192236375,0.0006967643761739417,1.6885072300733672,0.42987809304472835,rs6002600,0.016926077301909672
NDUFAF1,2,5.0e-08,414.25437974500005,False,IVW,-0.003657083516208321,0.0010790849862223287,-0.005772090089204086,-0.001542076943212557,0.0007013272146911831,0.486926094147103,0.48530171702991476,rs117629515,0.01696961600953196
SLC17A3,3,5.0e-08,532.1436111766667,False,IVW,-0.003619425648727764,0.0010680945870888115,-0.005712891039421835,-0.0015259602580336936,0.0007023114410669162,0.5468511137607166,0.7607689682632341,rs645279,0.01696961600953196
AKAP8L,1,1.0e-05 (relaxed),23.577822489999996,False,Wald Ratio,-0.02061615013327629,0.006083874129242425,-0.03254054342659144,-0.008691756839961136,0.0007023633489255943,0.0,1.0,rs4809190,0.01696961600953196
COA5,2,5.0e-08,193.88828377000002,False,IVW,0.0069059065260772,0.002038014539539053,0.002911398028580656,0.010900415023573744,0.0007026417798843276,0.549686254067295,0.458445918882312,rs3769698,0.01696961600953196
IST1,1,5.0e-08,162.54975025,False,Wald Ratio,-0.005940595240747976,0.00175336737128774,-0.009377195288471946,-0.002503995193024006,0.0007037695344807027,0.0,1.0,rs34664834,0.01697218372268702
ANKRD6,1,5.0e-08,224.74207396000003,False,Wald Ratio,-0.009661339877734956,0.0028567034225168027,-0.01526047858586789,-0.004062201169602022,0.000719629962330437,0.0,1.0,rs12528828,0.017329523846496435
SKA3,1,1.0e-05 (relaxed),21.48600609,False,Wald Ratio,0.036761254650666916,0.010874044906301885,0.015448126634315221,0.058074382667018615,0.000723166554511101,0.0,1.0,rs12585893,0.017382727355551516
C1orf115,3,5.0e-08,679.1034034599999,False,IVW,-0.00334997595401004,0.0009910140600567661,-0.005292363511721302,-0.0014075883962987785,0.0007239315918416978,1.3238491122423512,0.5158575816654392,rs11118589,0.017382727355551516
NR1H3,3,5.0e-08,1410.2395515666667,False,IVW,-0.0022748148367317997,0.0006736353809097872,-0.0035951401833149827,-0.0009544894901486168,0.0007330155700424612,1.5648627230660381,0.45729281440328484,rs10838693,0.017575449800614047
PLXND1,1,5.0e-08,199.79539801,False,Wald Ratio,0.01039320159671169,0.0030789767787569094,0.004358407110348147,0.016427996083075234,0.0007367164967195805,0.0,1.0,rs9866653,0.017638733875349494
GPHN,3,5.0e-08,68.74850124,False,IVW,0.009375249872604413,0.0027780359430251457,0.003930299424275127,0.014820200320933698,0.000738757140543056,0.5232057514744974,0.7698166758924769,rs56228899,0.017662141938508517
PPM1B,1,5.0e-08,113.96203009,False,Wald Ratio,0.014485961566870516,0.004293097947532363,0.006071489589707085,0.022900433544033948,0.0007401862820599625,0.0,1.0,rs12712912,0.017670883998144163
AD000684.2,1,5.0e-08,164.76803044,False,Wald Ratio,0.004641075045462683,0.0013758666242809317,0.0019443764618720565,0.007337773629053309,0.000742996199433188,0.0,1.0,rs2005927,0.017700466927024528
RP11-697E2.7,1,5.0e-08,990.6945100900002,False,Wald Ratio,0.00362498356311803,0.0010747080063255587,0.001518555870719935,0.005731411255516125,0.0007435559650375012,0.0,1.0,rs1533327,0.017700466927024528
ABHD3,3,5.0e-08,125.40265328333332,False,IVW,-0.007631464407573948,0.0022632757564176745,-0.01206748489015259,-0.003195443924995306,0.0007466054429707825,1.394267860165334,0.49801059350633026,rs116826070,0.017747633820318343
MAP4K4,1,5.0e-08,36.90198009,False,Wald Ratio,-0.021807218862204304,0.006472908204620089,-0.03449411894325968,-0.009120318781148929,0.0007544180429581715,0.0,1.0,rs6733355,0.017907728859704253
KDM1A,1,5.0e-08,91.34198328999999,False,Wald Ratio,-0.008209710245628901,0.0024379734703386504,-0.012988138247492655,-0.003431282243765147,0.0007587169348148848,0.0,1.0,rs67056484,0.017984080725940266
